07:42:19 - 来自: main.py:1720 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x000001EA45D7BD30>'}
07:42:33 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (2, [(638, 27, 1121, 82), (537, 28, 1121, 82)])
07:42:33 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(487, 28, 1121, 82), (488, 28, 1121, 82), (486, 29, 1121, 82), (487, 29, 1121, 82), (488, 29, 1121, 82), (486, 30, 1121, 82), (487, 30, 1121, 82), (488, 30, 1121, 82), (486, 31, 1121, 82), (487, 31, 1121, 82), (488, 31, 1121, 82), (487, 32, 1121, 82)]', 'distance': '25'}
07:42:33 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(487, 28, 1121, 82)])
07:42:33 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(436, 30, 1121, 82), (436, 31, 1121, 82), (436, 32, 1121, 82)]', 'distance': '25'}
07:42:33 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(436, 30, 1121, 82)])
07:42:33 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(386, 30, 1121, 82), (387, 30, 1121, 82), (388, 30, 1121, 82), (386, 31, 1121, 82), (387, 31, 1121, 82), (388, 31, 1121, 82), (386, 32, 1121, 82), (387, 32, 1121, 82), (388, 32, 1121, 82)]', 'distance': '25'}
07:42:33 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(386, 30, 1121, 82)])
07:42:33 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(589, 30, 1121, 82), (588, 31, 1121, 82), (589, 31, 1121, 82), (588, 32, 1121, 82)]', 'distance': '25'}
07:42:33 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(589, 30, 1121, 82)])
07:42:33 -             来自: main.py:376 - find_my_cards                    | 函数返回            | __main__.cards_info                      | 返回值: XJT97
07:42:33 -         来自: main.py:683 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: XJT97
07:42:33 -         来自: main.py:698 - before_start                     | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x000001EA47763310>'}
07:42:33 -             来自: main.py:636 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
07:42:33 -             来自: main.py:636 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:33 -             来自: main.py:639 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
07:42:33 -             来自: main.py:639 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:33 -             来自: main.py:642 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
07:42:33 -             来自: main.py:642 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:33 -             来自: main.py:645 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
07:42:33 -             来自: main.py:645 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:33 -             来自: main.py:648 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
07:42:33 -             来自: main.py:648 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:33 -             来自: main.py:651 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
07:42:34 -             来自: main.py:651 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:34 -             来自: main.py:654 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
07:42:34 -             来自: main.py:654 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:34 -             来自: main.py:657 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
07:42:34 -             来自: main.py:657 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:34 -             来自: main.py:660 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
07:42:34 -             来自: main.py:660 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:34 -             来自: main.py:663 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
07:42:34 -             来自: main.py:663 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
07:42:34 -         来自: main.py:698 - before_start                     | 函数返回            | __main__.detect_start_btn                | 返回值: None
07:42:34 -         来自: main.py:683 - before_start                     | 调用函数            | __main__.find_my_cards                   | 参数: {'self': '<__main__.Worker object at 0x000001EA47763310>'}
07:42:34 -             来自: main.py:376 - find_my_cards                    | 调用函数            | __main__.cards_info                      | 参数: {'self': '<__main__.Worker object at 0x000001EA47763310>', 'img': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'pos': '(54, 481, 1121, 82)', 'mark': 'm', 'confidence': '0.8'}
07:42:34 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(349, 28, 1121, 82), (350, 28, 1121, 82), (351, 28, 1121, 82), (349, 29, 1121, 82), (350, 29, 1121, 82), (351, 29, 1121, 82), (414, 29, 1121, 82), (415, 29, 1121, 82), (349, 30, 1121, 82), (350, 30, 1121, 82), (351, 30, 1121, 82), (320, 54, 1121, 82), (321, 54, 1121, 82), (320, 55, 1121, 82), (321, 55, 1121, 82)]', 'distance': '25'}
07:42:34 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(349, 28, 1121, 82), (414, 29, 1121, 82), (320, 54, 1121, 82)])
07:42:34 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(415, 27, 1121, 82), (350, 28, 1121, 82), (351, 28, 1121, 82), (414, 28, 1121, 82), (415, 28, 1121, 82), (416, 28, 1121, 82), (350, 29, 1121, 82), (351, 29, 1121, 82), (414, 29, 1121, 82), (415, 29, 1121, 82), (416, 29, 1121, 82), (350, 30, 1121, 82), (414, 30, 1121, 82), (415, 30, 1121, 82), (416, 30, 1121, 82), (548, 53, 1121, 82), (548, 54, 1121, 82), (548, 55, 1121, 82)]', 'distance': '25'}
07:42:34 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (3, [(415, 27, 1121, 82), (350, 28, 1121, 82), (548, 53, 1121, 82)])
07:42:34 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(674, 28, 1121, 82), (674, 29, 1121, 82), (675, 29, 1121, 82), (673, 30, 1121, 82), (674, 30, 1121, 82), (675, 30, 1121, 82), (674, 31, 1121, 82)]', 'distance': '25'}
07:42:34 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(674, 28, 1121, 82)])
07:42:34 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(706, 29, 1121, 82), (707, 29, 1121, 82), (706, 30, 1121, 82), (707, 30, 1121, 82)]', 'distance': '25'}
07:42:34 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(706, 29, 1121, 82)])
07:42:34 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(771, 29, 1121, 82), (772, 29, 1121, 82), (771, 30, 1121, 82), (772, 30, 1121, 82), (773, 30, 1121, 82), (771, 31, 1121, 82), (772, 31, 1121, 82), (773, 31, 1121, 82), (771, 32, 1121, 82), (772, 32, 1121, 82), (773, 32, 1121, 82), (772, 33, 1121, 82)]', 'distance': '25'}
07:42:34 -                 来自: main.py:322 - cards_info                       | 函数返回            | __main__.cards_filter                    | 返回值: (1, [(771, 29, 1121, 82)])
07:42:34 -                 来自: main.py:322 - cards_info                       | 调用函数            | __main__.cards_filter                    | 参数: {'location': '[(317, 28, 1121, 82), (318, 28, 1121, 82), (317, 29, 1121, 82), (318, 29, 1121, 82), (317, 30, 1121, 82), (318, 30, 1121, 82), (319, 30, 1121, 82), (545, 30, 1121, 82), (317, 31, 1121, 82), (318, 31, 1121, 82), (318, 32, 1121, 82)]', 'distance': '25'}
